Date/Time,Year,Month,Day,Time,Data Quality,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
4/1/2016 0:00,2016,4,1,0:00, ,4.6,,3.7,,94,,14,,12,,,,97.21,,,,,,NA
4/1/2016 1:00,2016,4,1,1:00, ,5.2,,4.4,,95,,13,,12,,,,97.11,,,,,,NA
4/1/2016 2:00,2016,4,1,2:00, ,6.7,,5.4,,91,,16,,22,,,,97.01,,,,,,NA
4/1/2016 3:00,2016,4,1,3:00, ,7,,5.6,,91,,17,,21,,,,96.99,,,,,,NA
4/1/2016 4:00,2016,4,1,4:00, ,7.5,,6.2,,91,,16,,21,,,,96.93,,,,,,NA
4/1/2016 5:00,2016,4,1,5:00, ,7.3,,6.2,,93,,16,,23,,,,96.85,,,,,,NA
4/1/2016 6:00,2016,4,1,6:00, ,7.3,,6.3,,94,,16,,24,,,,96.8,,,,,,NA
4/1/2016 7:00,2016,4,1,7:00, ,7.7,,6.7,,93,,16,,27,,,,96.83,,,,,,NA
4/1/2016 8:00,2016,4,1,8:00, ,8,,7.1,,94,,16,,25,,,,96.82,,,,,,NA
4/1/2016 9:00,2016,4,1,9:00, ,8.9,,7.7,,93,,16,,19,,,,96.77,,,,,,NA
4/1/2016 10:00,2016,4,1,10:00, ,8.9,,7.4,,90,,17,,18,,,,96.79,,,,,,NA
4/1/2016 11:00,2016,4,1,11:00, ,9.1,,8.6,,96,,15,,21,,,,96.71,,,,,,NA
4/1/2016 12:00,2016,4,1,12:00, ,9.7,,8.7,,94,,13,,13,,,,96.64,,,,,,NA
4/1/2016 13:00,2016,4,1,13:00, ,11.1,,9.3,,89,,15,,17,,,,96.55,,,,,,NA
4/1/2016 14:00,2016,4,1,14:00, ,10.2,,9,,92,,27,,5,,,,96.47,,,,,,NA
4/1/2016 15:00,2016,4,1,15:00, ,10.7,,9.9,,95,,16,,9,,,,96.31,,,,,,NA
4/1/2016 16:00,2016,4,1,16:00, ,8.6,,7.9,,96,,21,,13,,,,96.31,,,,,,NA
4/1/2016 17:00,2016,4,1,17:00, ,8.3,,7.7,,96,,23,,8,,,,96.34,,,,,,NA
4/1/2016 18:00,2016,4,1,18:00, ,7.9,,7.3,,97,,14,,10,,,,96.25,,,,,,NA
4/1/2016 19:00,2016,4,1,19:00, ,7.8,,7.3,,97,,15,,8,,,,96.32,,,,,,NA
4/1/2016 20:00,2016,4,1,20:00, ,6.9,,6.5,,97,,18,,9,,,,96.36,,,,,,NA
4/1/2016 21:00,2016,4,1,21:00, ,6.4,,5.5,,94,,20,,15,,,,96.58,,,,,,NA
4/1/2016 22:00,2016,4,1,22:00, ,5.7,,4.9,,95,,19,,14,,,,96.54,,,,,,NA
4/1/2016 23:00,2016,4,1,23:00, ,5.9,,4.7,,93,,22,,16,,,,96.61,,,,,,NA
