Date/Time,Year,Month,Day,Time,Data Quality,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
12/1/2016 0:00,2016,12,1,0:00, ,-1.1,,-1.5,,97,,9,,13,,,,98.75,,,,-5,,NA
12/1/2016 1:00,2016,12,1,1:00, ,-1.2,,-1.5,,98,,8,,10,,,,98.71,,,,-5,,NA
12/1/2016 2:00,2016,12,1,2:00, ,-1,,-1.2,,98,,9,,13,,,,98.68,,,,-5,,NA
12/1/2016 3:00,2016,12,1,3:00, ,-0.6,,-0.8,,99,,10,,17,,,,98.52,,,,-6,,NA
12/1/2016 4:00,2016,12,1,4:00, ,-0.4,,-0.7,,98,,11,,19,,,,98.49,,,,-6,,NA
12/1/2016 5:00,2016,12,1,5:00, ,-0.7,,-1.1,,97,,10,,21,,,,98.35,,,,-6,,NA
12/1/2016 6:00,2016,12,1,6:00, ,-1,,-1.2,,98,,10,,22,,,,98.13,,,,-7,,NA
12/1/2016 7:00,2016,12,1,7:00, ,-1.1,,-1.3,,99,,10,,19,,,,98.04,,,,-6,,NA
12/1/2016 8:00,2016,12,1,8:00, ,-1.3,,-1.4,,99,,10,,23,,,,97.89,,,,-7,,NA
12/1/2016 9:00,2016,12,1,9:00, ,-1.4,,-1.5,,99,,10,,24,,,,97.78,,,,-8,,NA
12/1/2016 10:00,2016,12,1,10:00, ,-1.3,,-1.4,,100,,8,,19,,,,97.7,,,,-7,,NA
12/1/2016 11:00,2016,12,1,11:00, ,-1,,-1.1,,100,,8,,22,,,,97.55,,,,-7,,NA
12/1/2016 12:00,2016,12,1,12:00, ,-0.9,,-0.9,,100,,7,,23,,,,97.33,,,,-7,,NA
12/1/2016 13:00,2016,12,1,13:00, ,-0.7,,-0.7,,100,,8,,24,,,,97.14,,,,-7,,NA
12/1/2016 14:00,2016,12,1,14:00, ,-0.8,,-0.8,,100,,8,,21,,,,96.97,,,,-6,,NA
12/1/2016 15:00,2016,12,1,15:00, ,-0.7,,-0.7,,100,,8,,17,,,,96.95,,,,-6,,NA
12/1/2016 16:00,2016,12,1,16:00, ,-0.6,,-0.6,,100,,7,,12,,,,96.89,,,,-5,,NA
12/1/2016 17:00,2016,12,1,17:00, ,-0.6,,-0.6,,100,,7,,9,,,,96.81,,,,-4,,NA
12/1/2016 18:00,2016,12,1,18:00, ,-0.6,,-0.6,,100,,5,,9,,,,96.76,,,,-4,,NA
12/1/2016 19:00,2016,12,1,19:00, ,-0.6,,-0.6,,100,,36,,4,,,,96.78,,,,-2,,NA
12/1/2016 20:00,2016,12,1,20:00, ,-0.8,,-0.8,,100,,36,,5,,,,96.76,,,,-2,,NA
12/1/2016 21:00,2016,12,1,21:00, ,-0.9,,-0.9,,100,,36,,7,,,,96.75,,,,-3,,NA
12/1/2016 22:00,2016,12,1,22:00, ,-1,,-1,,100,,36,,6,,,,96.73,,,,-3,,NA
12/1/2016 23:00,2016,12,1,23:00, ,-1.1,,-1.1,,100,,36,,7,,,,96.76,,,,-4,,NA
12/2/2016 0:00,2016,12,2,0:00, ,-1.1,,-1.1,,100,,35,,7,,,,96.79,,,,-4,,NA
12/2/2016 1:00,2016,12,2,1:00, ,-1.4,,-1.4,,100,,32,,7,,,,96.79,,,,-4,,NA
12/2/2016 2:00,2016,12,2,2:00, ,-2.2,,-2.2,,100,,30,,7,,,,96.84,,,,-5,,NA
12/2/2016 3:00,2016,12,2,3:00, ,-1.8,,-1.8,,100,,29,,7,,,,96.92,,,,-4,,NA
12/2/2016 4:00,2016,12,2,4:00, ,-1.5,,-1.5,,100,,30,,8,,,,96.96,,,,-5,,NA
12/2/2016 5:00,2016,12,2,5:00, ,-1.6,,-1.6,,100,,30,,10,,,,97.02,,,,-5,,NA
12/2/2016 6:00,2016,12,2,6:00, ,-1.9,,-2,,100,,32,,8,,,,97.06,,,,-5,,NA
12/2/2016 7:00,2016,12,2,7:00, ,-2.2,,-2.3,,100,,32,,4,,,,97.14,,,,-4,,NA
12/2/2016 8:00,2016,12,2,8:00, ,-2.7,,-2.7,,100,,28,,2,,,,97.24,,,,-3,,NA
12/2/2016 9:00,2016,12,2,9:00, ,-2,,-2,,100,,28,,7,,,,97.31,,,,-5,,NA
12/2/2016 10:00,2016,12,2,10:00, ,-1.4,,-1.4,,100,,33,,2,,,,97.31,,,,-2,,NA
12/2/2016 11:00,2016,12,2,11:00, ,-1.2,,-1.2,,100,,33,,7,,,,97.34,,,,-4,,NA
12/2/2016 12:00,2016,12,2,12:00, ,-0.6,,-0.7,,100,,30,,7,,,,97.33,,,,-3,,NA
